Transaction Date,Customer ID,Product Description
09/02/2014,3688,rice
09/02/2014,3688,whipped/sour cream
09/02/2014,3689,long life bakery product
09/02/2014,3689,zwieback
09/02/2014,4963,hygiene articles
09/02/2014,4963,other vegetables
10/02/2014,1533,red/blush wine
10/02/2014,1533,specialty fat
10/02/2014,1628,margarine
10/02/2014,1628,small milk
10/02/2014,1628,soda
10/02/2014,1628,softener
10/02/2014,1634,fruit/vegetable juice
10/02/2014,1634,herbs
10/02/2014,1969,pork
10/02/2014,1969,rolls/buns
10/02/2014,1998,candles
10/02/2014,1998,chewing gum
10/02/2014,2045,brandy
10/02/2014,2045,soda
10/02/2014,2139,margarine
10/02/2014,2139,other vegetables
10/02/2014,2504,butter
10/02/2014,2504,condensed milk
10/02/2014,3099,butter
10/02/2014,3099,frozen dessert
10/02/2014,3099,meat
10/02/2014,3894,specialty vegetables
10/02/2014,3894,yogurt
10/02/2014,3926,cat food
10/02/2014,3926,onions
10/02/2014,4601,other vegetables
10/02/2014,4601,rolls/buns
10/02/2014,4601,soda
10/02/2014,4601,specialty chocolate
10/02/2014,4736,curd
10/02/2014,4736,other vegetables
10/02/2014,4788,candy
10/02/2014,4788,other vegetables
10/02/2014,4788,root vegetables
10/02/2014,4868,brown bread
10/02/2014,4868,italian sausage
10/02/2014,4868,root vegetables
10/02/2014,4868,sausage
10/02/2014,4893,sliced cheese
10/02/2014,4893,soda
10/02/2014,4975,artif. sweetener
10/02/2014,4975,curd
11/02/2014,1081,beverages
11/02/2014,1081,yogurt
11/02/2014,1330,curd
11/02/2014,1330,med milk
11/02/2014,1330,processed cheese
11/02/2014,1410,bottled water
11/02/2014,2428,italian sausage
11/02/2014,2428,margarine
11/02/2014,2428,sausage
11/02/2014,2428,sugar
11/02/2014,2428,yogurt
11/02/2014,2685,citrus fruit
11/02/2014,2685,small milk
11/02/2014,2738,beef
11/02/2014,2738,frozen meals
11/02/2014,2738,pot plants
11/02/2014,2849,herbs
11/02/2014,2849,newspapers
11/02/2014,2849,UHT-milk
11/02/2014,3343,berries
11/02/2014,3343,hygiene articles
11/02/2014,3343,shopping bags
11/02/2014,3343,small milk
11/02/2014,3697,dessert
11/02/2014,3697,italian sausage
11/02/2014,3697,other vegetables
11/02/2014,3697,sausage
11/02/2014,4045,beverages
11/02/2014,4045,pastry
11/02/2014,4149,frozen fish
11/02/2014,4149,ice cream
11/02/2014,4149,tropical fruit
11/02/2014,4348,salty snack
11/02/2014,4348,white bread
11/02/2014,4520,margarine
11/02/2014,4520,small milk
11/02/2014,4628,specialty chocolate
11/02/2014,4628,zwieback
11/02/2014,4789,beef
11/02/2014,4789,domestic eggs
11/02/2014,4789,other vegetables
11/02/2014,4789,root vegetables
11/02/2014,4797,citrus fruit
11/02/2014,4797,pastry
11/02/2014,4797,shopping bags
11/02/2014,4797,small milk
11/02/2014,4852,brown bread
11/02/2014,4852,citrus fruit
12/02/2014,1427,candy
12/02/2014,1427,canned fish
12/02/2014,1574,bottled beer
12/02/2014,1574,frozen fish
12/02/2014,1851,curd
12/02/2014,1851,rolls/buns
12/02/2014,1851,root vegetables
12/02/2014,1851,soda
12/02/2014,2196,candy
12/02/2014,2196,curd
12/02/2014,2196,large milk
12/02/2014,2196,yogurt
12/02/2014,2423,roll products 
12/02/2014,2423,seasonal products
12/02/2014,2547,soda
12/02/2014,2547,tropical fruit
12/02/2014,3142,other vegetables
12/02/2014,3142,root vegetables
12/02/2014,3142,salad dressing
12/02/2014,3142,small milk
12/02/2014,3142,tropical fruit
12/02/2014,3383,herbs
12/02/2014,3383,misc. beverages
12/02/2014,3383,soda
12/02/2014,3649,beef
12/02/2014,3649,large milk
12/02/2014,3649,shopping bags
12/02/2014,3649,yogurt
12/02/2014,3761,grapes
12/02/2014,3761,sugar
12/02/2014,3761,tropical fruit
12/02/2014,3861,sweet spreads
12/02/2014,3861,whipped/sour cream
12/02/2014,4314,other vegetables
12/02/2014,4314,waffles
12/02/2014,4341,chocolate marshmallow
12/02/2014,4341,italian sausage
12/02/2014,4341,other vegetables
12/02/2014,4341,sausage
12/02/2014,4370,domestic eggs
12/02/2014,4370,long life bakery product
12/02/2014,4370,other vegetables
12/02/2014,4440,newspapers
12/02/2014,4440,other vegetables
12/02/2014,4603,brown bread
12/02/2014,4603,cat food
12/02/2014,4719,detergent
12/02/2014,4719,fruit/vegetable juice
12/02/2014,4719,small milk
12/02/2014,4719,yogurt
12/02/2014,4722,hamburger meat
12/02/2014,4722,yogurt
12/02/2014,4746,bottled water
12/02/2014,4746,hygiene articles
13/02/2014,1279,butter
13/02/2014,1279,oil
13/02/2014,1494,bottled water
13/02/2014,1494,rolls/buns
13/02/2014,1597,cake bar
13/02/2014,1597,frozen meals
13/02/2014,1621,beef
13/02/2014,1621,detergent
13/02/2014,1621,shopping bags
13/02/2014,1621,waffles
13/02/2014,1648,newspapers
13/02/2014,1648,red/blush wine
13/02/2014,1895,soups
13/02/2014,1895,specialty cheese
13/02/2014,1896,newspapers
13/02/2014,1896,soda
13/02/2014,2116,fruit/vegetable juice
13/02/2014,2116,other vegetables
13/02/2014,2222,chewing gum
13/02/2014,2222,curd cheese
13/02/2014,2222,grapes
13/02/2014,2377,bottled beer
13/02/2014,2377,pastry
13/02/2014,2421,pastry
13/02/2014,2421,rolls/buns
13/02/2014,2746,curd
13/02/2014,2746,dental care
13/02/2014,2854,bottled beer
13/02/2014,2854,large milk
13/02/2014,2854,napkins
13/02/2014,2854,rolls/buns
13/02/2014,2854,shopping bags
13/02/2014,2890,bottled water
13/02/2014,2890,flour
13/02/2014,2890,shopping bags
13/02/2014,2890,soda
13/02/2014,3507,photo/film
13/02/2014,3507,root vegetables
13/02/2014,3664,napkins
13/02/2014,3664,pastry
13/02/2014,3785,cream cheese 
13/02/2014,3785,fruit/vegetable juice
13/02/2014,3785,med milk
13/02/2014,3785,shopping bags
13/02/2014,3982,canned beer
13/02/2014,3982,dessert
13/02/2014,4145,candy
13/02/2014,4145,shopping bags
13/02/2014,4633,onions
13/02/2014,4633,specialty chocolate
13/02/2014,4872,bottled beer
13/02/2014,4872,domestic eggs
13/02/2014,4872,newspapers
14/02/2014,1102,frozen vegetables
14/02/2014,1102,root vegetables
14/02/2014,1342,napkins
14/02/2014,1342,white bread
14/02/2014,1575,newspapers
14/02/2014,1575,rolls/buns
14/02/2014,1783,misc. beverages
14/02/2014,1783,yogurt
14/02/2014,1929,curd
14/02/2014,1929,soda
14/02/2014,1966,frozen vegetables
14/02/2014,1966,grapes
14/02/2014,1966,vinegar
14/02/2014,2081,hamburger meat
14/02/2014,2081,sauces
14/02/2014,2081,seasonal products
14/02/2014,2153,shopping bags
14/02/2014,2153,soda
14/02/2014,2312,cereals
14/02/2014,2312,herbs
14/02/2014,2312,med milk
14/02/2014,2312,pastry
14/02/2014,2312,pip fruit
14/02/2014,2584,Instant food products
14/02/2014,2584,large milk
14/02/2014,2626,chocolate
14/02/2014,2626,other vegetables
14/02/2014,2626,yogurt
14/02/2014,2693,bottled water
14/02/2014,2693,coffee
14/02/2014,2693,liqueur
14/02/2014,2886,curd
14/02/2014,2886,waffles
14/02/2014,2930,bottled water
14/02/2014,2930,curd
14/02/2014,3010,other vegetables
14/02/2014,3010,root vegetables
14/02/2014,3158,cereals
14/02/2014,3158,margarine
14/02/2014,3158,processed cheese
14/02/2014,3164,citrus fruit
14/02/2014,3164,coffee
14/02/2014,3502,coffee
14/02/2014,3502,soda
14/02/2014,3901,rolls/buns
14/02/2014,3901,sauces
14/02/2014,3901,small milk
14/02/2014,3917,sausage
14/02/2014,3917,soda
14/02/2014,3917,whipped/sour cream
14/02/2014,4153,chocolate
14/02/2014,4153,flour
14/02/2014,4153,large milk
14/02/2014,4153,long life bakery product
14/02/2014,4153,sausage
14/02/2014,4153,UHT-milk
14/02/2014,4173,candy
14/02/2014,4173,whipped/sour cream
14/02/2014,4387,cream cheese 
14/02/2014,4387,frozen vegetables
14/02/2014,4387,soda
14/02/2014,4394,berries
14/02/2014,4394,other vegetables
14/02/2014,4394,root vegetables
15/02/2014,1011,bottled water
15/02/2014,1011,candy
15/02/2014,1011,citrus fruit
15/02/2014,1011,rolls/buns
15/02/2014,1050,beverages
15/02/2014,1050,waffles
15/02/2014,1318,mustard
15/02/2014,1318,sauces
15/02/2014,1318,yogurt
15/02/2014,1472,curd
15/02/2014,1472,curd cheese
15/02/2014,1472,misc. beverages
15/02/2014,1472,pork
15/02/2014,1751,candy
15/02/2014,1751,large milk
15/02/2014,1881,bottled water
15/02/2014,1881,frozen dessert
15/02/2014,1881,rolls/buns
15/02/2014,1881,root vegetables
15/02/2014,1881,soda
15/02/2014,1966,meat spreads
15/02/2014,1966,other vegetables
15/02/2014,1966,specialty cheese
15/02/2014,1998,misc. beverages
15/02/2014,1998,pastry
15/02/2014,1998,whipped/sour cream
15/02/2014,2135,hard cheese
15/02/2014,2135,instant coffee
15/02/2014,2135,newspapers
15/02/2014,2135,salty snack
15/02/2014,2156,chocolate
15/02/2014,2156,soda
15/02/2014,2322,cake bar
15/02/2014,2322,pip fruit
15/02/2014,3080,domestic eggs
15/02/2014,3080,yogurt
15/02/2014,3400,hard cheese
15/02/2014,3400,rolls/buns
15/02/2014,3714,domestic eggs
15/02/2014,3714,other vegetables
15/02/2014,3751,semi-finished bread
15/02/2014,3751,specialty bar
15/02/2014,3798,chocolate marshmallow
15/02/2014,3798,soda
15/02/2014,3919,berries
15/02/2014,3919,pastry
15/02/2014,3960,rolls/buns
15/02/2014,3960,root vegetables
15/02/2014,3960,whipped/sour cream
15/02/2014,4376,other vegetables
15/02/2014,4376,rolls/buns
15/02/2014,4441,bottled beer
15/02/2014,4441,butter
15/02/2014,4661,cream cheese 
15/02/2014,4661,soda
16/02/2014,1193,shopping bags
16/02/2014,1193,soda
16/02/2014,1632,brown bread
16/02/2014,1632,shopping bags
16/02/2014,1632,soda
16/02/2014,2093,waffles
16/02/2014,2093,whipped/sour cream
16/02/2014,2416,butter milk
16/02/2014,2416,fruit/vegetable juice
16/02/2014,2416,margarine
16/02/2014,2416,pastry
16/02/2014,2439,med milk
16/02/2014,2439,packaged fruit/vegetables
16/02/2014,2611,margarine
16/02/2014,2611,roll products 
16/02/2014,2719,hygiene articles
16/02/2014,2719,rolls/buns
16/02/2014,2719,small milk
16/02/2014,2719,yogurt
16/02/2014,2792,brown bread
16/02/2014,2792,mayonnaise
16/02/2014,2796,oil
16/02/2014,2796,whipped/sour cream
16/02/2014,3022,chicken
16/02/2014,3022,rolls/buns
16/02/2014,3535,rolls/buns
16/02/2014,3535,small milk
16/02/2014,3612,flour
16/02/2014,3612,seasonal products
16/02/2014,3662,bottled water
16/02/2014,3662,white wine
16/02/2014,3736,liquor (appetizer)
16/02/2014,3736,semi-finished bread
16/02/2014,3748,brown bread
16/02/2014,3748,hamburger meat
16/02/2014,3748,pastry
16/02/2014,3769,cereals
16/02/2014,3769,hygiene articles
16/02/2014,3769,med milk
16/02/2014,3769,pickled vegetables
16/02/2014,3769,delete
16/02/2014,4098,bottled water
16/02/2014,4098,other vegetables
16/02/2014,4098,yogurt
16/02/2014,4162,curd cheese
16/02/2014,4162,margarine
16/02/2014,4162,red/blush wine
16/02/2014,4163,newspapers
16/02/2014,4163,other vegetables
16/02/2014,4172,herbs
16/02/2014,4172,Instant food products
16/02/2014,4172,whipped/sour cream
16/02/2014,4202,female sanitary products
16/02/2014,4202,other vegetables
16/02/2014,4202,salad dressing
16/02/2014,4433,grapes
16/02/2014,4433,med milk
16/02/2014,4935,bottled beer
16/02/2014,4935,cat food
16/02/2014,4935,newspapers
16/02/2014,4939,bottled beer
16/02/2014,4939,fruit/vegetable juice
17/02/2014,1166,brown bread
17/02/2014,1166,root vegetables
17/02/2014,1581,napkins
17/02/2014,1581,newspapers
17/02/2014,1684,curd
17/02/2014,1684,white wine
17/02/2014,1865,chicken
17/02/2014,1865,oil
17/02/2014,1865,onions
17/02/2014,1865,sauces
17/02/2014,1900,bottled beer
17/02/2014,1900,pip fruit
17/02/2014,1903,margarine
17/02/2014,1903,rolls/buns
17/02/2014,1903,salad dressing
17/02/2014,1903,soda
17/02/2014,1903,sweet spreads
17/02/2014,2059,long life bakery product
17/02/2014,2059,tropical fruit
17/02/2014,2241,frozen vegetables
17/02/2014,2241,rolls/buns
17/02/2014,2241,root vegetables
17/02/2014,2316,bottled beer
17/02/2014,2316,large milk
17/02/2014,2316,pip fruit
17/02/2014,2316,shopping bags
17/02/2014,2460,bottled water
17/02/2014,2460,soda
17/02/2014,2697,berries
17/02/2014,2697,dishes
17/02/2014,2697,rolls/buns
17/02/2014,2697,soda
17/02/2014,2788,dessert
17/02/2014,2788,domestic eggs
17/02/2014,2813,cake bar
17/02/2014,2813,chocolate
17/02/2014,2813,other vegetables
17/02/2014,2813,root vegetables
17/02/2014,2813,tropical fruit
17/02/2014,3895,dessert
17/02/2014,3895,fruit/vegetable juice
17/02/2014,3895,other vegetables
17/02/2014,3910,pet care
17/02/2014,3910,soda
17/02/2014,3920,brandy
17/02/2014,3920,small milk
17/02/2014,3920,soda
17/02/2014,4015,bottled beer
17/02/2014,4015,canned beer
17/02/2014,4133,pastry
17/02/2014,4133,rolls/buns
17/02/2014,4133,root vegetables
17/02/2014,4133,sauces
17/02/2014,4133,soda
17/02/2014,4192,canned beer
17/02/2014,4192,herbs
17/02/2014,4192,large milk
17/02/2014,4192,oil
17/02/2014,4192,pork
17/02/2014,4192,root vegetables
17/02/2014,4320,rolls/buns
17/02/2014,4320,small milk
17/02/2014,4414,beef
17/02/2014,4414,med milk
17/02/2014,4414,rolls/buns
17/02/2014,4414,shopping bags
17/02/2014,4430,margarine
17/02/2014,4430,pip fruit
17/02/2014,4430,rolls/buns
17/02/2014,4710,other vegetables
17/02/2014,4710,pickled vegetables
17/02/2014,4710,salty snack
17/02/2014,4770,chicken
17/02/2014,4770,roll products 
17/02/2014,4770,rolls/buns
17/02/2014,4770,soda
17/02/2014,4788,other vegetables
17/02/2014,4788,whipped/sour cream
18/02/2014,1134,cream cheese 
18/02/2014,1134,newspapers
18/02/2014,1290,margarine
18/02/2014,1290,rice
18/02/2014,1290,sauces
18/02/2014,1432,berries
18/02/2014,1432,cat food
18/02/2014,1432,pip fruit
18/02/2014,1432,specialty bar
18/02/2014,1526,domestic eggs
18/02/2014,1526,other vegetables
18/02/2014,1924,cream cheese 
18/02/2014,1924,white wine
18/02/2014,2072,newspapers
18/02/2014,2072,salty snack
18/02/2014,2131,citrus fruit
18/02/2014,2131,soda
18/02/2014,2138,long life bakery product
18/02/2014,2138,pip fruit
18/02/2014,2316,rice
18/02/2014,2316,shopping bags
18/02/2014,2452,domestic eggs
18/02/2014,2452,italian sausage
18/02/2014,2627,beverages
18/02/2014,2627,coffee
18/02/2014,2649,hard cheese
18/02/2014,2649,small milk
18/02/2014,2794,canned beer
18/02/2014,2794,chicken
18/02/2014,2794,med milk
18/02/2014,2794,other vegetables
18/02/2014,2794,root vegetables
18/02/2014,3041,pastry
18/02/2014,3041,shopping bags
18/02/2014,3495,canned vegetables
18/02/2014,3495,fruit/vegetable juice
18/02/2014,3587,large milk
18/02/2014,3587,misc. beverages
18/02/2014,3587,soda
18/02/2014,3587,yogurt
18/02/2014,3849,berries
18/02/2014,3849,dessert
18/02/2014,3849,female sanitary products
18/02/2014,3849,sugar
18/02/2014,4088,oil
18/02/2014,4088,onions
18/02/2014,4136,frozen fish
18/02/2014,4136,sugar
18/02/2014,4264,newspapers
18/02/2014,4264,soda
18/02/2014,4388,butter milk
18/02/2014,4388,cereals
18/02/2014,4388,tropical fruit
18/02/2014,4388,UHT-milk
18/02/2014,4464,butter
18/02/2014,4464,sausage
18/02/2014,4674,other vegetables
18/02/2014,4674,seasonal products
18/02/2014,4705,hard cheese
18/02/2014,4705,mayonnaise
18/02/2014,4832,turkey
18/02/2014,4832,white bread
18/02/2014,4922,other vegetables
18/02/2014,4922,salad dressing
18/02/2014,4922,sausage
19/02/2014,1158,bottled water
19/02/2014,1158,med milk
19/02/2014,1158,rolls/buns
19/02/2014,1158,soda
19/02/2014,1350,frozen vegetables
19/02/2014,1350,herbs
19/02/2014,1350,soda
19/02/2014,1366,brown bread
19/02/2014,1366,canned beer
19/02/2014,2129,bottled water
19/02/2014,2129,oil
19/02/2014,2245,canned beer
19/02/2014,2245,fish
19/02/2014,2355,domestic eggs
19/02/2014,2355,ice cream
19/02/2014,2355,pot plants
19/02/2014,2355,rolls/buns
19/02/2014,2552,chocolate
19/02/2014,2552,med milk
19/02/2014,2552,other vegetables
19/02/2014,2552,yogurt
19/02/2014,2900,chicken
19/02/2014,2900,med milk
19/02/2014,2972,italian sausage
19/02/2014,2972,margarine
19/02/2014,3111,bottled water
19/02/2014,3111,citrus fruit
19/02/2014,3182,beef
19/02/2014,3182,Instant food products
19/02/2014,3320,bottled beer
19/02/2014,3320,whipped/sour cream
19/02/2014,3465,canned fish
19/02/2014,3465,napkins
19/02/2014,3465,yogurt
19/02/2014,3808,curd
19/02/2014,3808,other vegetables
19/02/2014,4009,cream cheese 
19/02/2014,4009,frozen vegetables
19/02/2014,4266,bottled beer
19/02/2014,4266,coffee
19/02/2014,4266,margarine
19/02/2014,4266,newspapers
19/02/2014,4596,sauces
19/02/2014,4596,soda
19/02/2014,4596,white wine
19/02/2014,4638,root vegetables
19/02/2014,4638,salty snack
20/02/2014,1013,candy
20/02/2014,1013,large milk
20/02/2014,1100,hamburger meat
20/02/2014,1100,pasta
20/02/2014,1516,chicken
20/02/2014,1516,sauces
20/02/2014,1516,shopping bags
20/02/2014,1516,specialty chocolate
20/02/2014,1580,domestic eggs
20/02/2014,1580,misc. beverages
20/02/2014,1580,salad dressing
20/02/2014,1593,canned beer
20/02/2014,1593,onions
20/02/2014,2315,bottled beer
20/02/2014,2315,nut snack
20/02/2014,2315,sauces
20/02/2014,2388,berries
20/02/2014,2388,pork
20/02/2014,2631,frozen vegetables
20/02/2014,2631,root vegetables
20/02/2014,2682,other vegetables
20/02/2014,2803,butter milk
20/02/2014,2803,margarine
20/02/2014,3574,domestic eggs
20/02/2014,3574,UHT-milk
20/02/2014,3644,bottled beer
20/02/2014,3644,candles
20/02/2014,3644,shopping bags
20/02/2014,3644,small milk
20/02/2014,3644,white wine
20/02/2014,3721,beverages
20/02/2014,3721,specialty cheese
20/02/2014,3722,brown bread
20/02/2014,3722,rolls/buns
20/02/2014,3722,sausage
20/02/2014,3722,soda
20/02/2014,3766,nuts/prunes
20/02/2014,3766,pork
20/02/2014,3766,rolls/buns
20/02/2014,3782,citrus fruit
20/02/2014,3782,domestic eggs
20/02/2014,3782,flower (seeds)
20/02/2014,3903,root vegetables
20/02/2014,3903,seasonal products
20/02/2014,3948,shopping bags
20/02/2014,3948,sparkling wine
20/02/2014,3948,waffles
20/02/2014,3967,other vegetables
20/02/2014,3967,whipped/sour cream
20/02/2014,4140,hygiene articles
20/02/2014,4140,small milk
20/02/2014,4368,salty snack
20/02/2014,4368,small milk
20/02/2014,4418,long life bakery product
20/02/2014,4418,nuts/prunes
20/02/2014,4915,italian sausage
20/02/2014,4915,onions
20/02/2014,4915,sausage
21/02/2014,1017,other vegetables
21/02/2014,1017,root vegetables
21/02/2014,1146,cereals
21/02/2014,1146,frozen vegetables
21/02/2014,1146,pip fruit
21/02/2014,1146,root vegetables
21/02/2014,1677,hamburger meat
21/02/2014,1677,rolls/buns
21/02/2014,1740,dessert
21/02/2014,1740,root vegetables
21/02/2014,1740,soda
21/02/2014,2141,yogurt
21/02/2014,2483,canned beer
21/02/2014,2483,herbs
21/02/2014,2694,hard cheese
21/02/2014,2694,pip fruit
21/02/2014,2786,brown bread
21/02/2014,2786,semi-finished bread
21/02/2014,2786,soda
21/02/2014,3035,curd
21/02/2014,3035,misc. beverages
21/02/2014,3087,citrus fruit
21/02/2014,3087,salad dressing
21/02/2014,3087,yogurt
21/02/2014,3185,cereals
21/02/2014,3185,newspapers
21/02/2014,3343,butter milk
21/02/2014,3343,shopping bags
21/02/2014,3356,frozen vegetables
21/02/2014,3356,soda
21/02/2014,3452,bottled beer
21/02/2014,3452,meat
21/02/2014,3452,sausage
21/02/2014,3452,white bread
21/02/2014,3541,chicken
21/02/2014,3541,pickled vegetables
21/02/2014,3776,shopping bags
21/02/2014,3776,white wine
21/02/2014,4018,newspapers
21/02/2014,4448,fruit/vegetable juice
21/02/2014,4448,other vegetables
21/02/2014,4676,margarine
21/02/2014,4676,rolls/buns
21/02/2014,4870,bottled beer
21/02/2014,4870,hamburger meat
21/02/2014,4874,beef
21/02/2014,4874,bottled water
22/02/2014,1022,beef
22/02/2014,1022,napkins
22/02/2014,1237,cleaner
22/02/2014,1237,med milk
22/02/2014,1237,misc. beverages
22/02/2014,1237,delete
22/02/2014,1329,dessert
22/02/2014,1329,domestic eggs
22/02/2014,1329,newspapers
22/02/2014,1384,misc. beverages
22/02/2014,1384,soda
22/02/2014,1499,soda
22/02/2014,1499,spread cheese
22/02/2014,1548,condensed milk
22/02/2014,1548,pastry
22/02/2014,1548,rolls/buns
22/02/2014,1548,soda
22/02/2014,1647,other vegetables
22/02/2014,1647,salty snack
22/02/2014,1647,whipped/sour cream
22/02/2014,1724,fruit/vegetable juice
22/02/2014,1724,other vegetables
22/02/2014,1867,butter
22/02/2014,1867,sliced cheese
22/02/2014,1867,sweet spreads
22/02/2014,1970,curd
22/02/2014,1970,soda
22/02/2014,1978,cookware
22/02/2014,1978,yogurt
22/02/2014,1998,waffles
22/02/2014,1998,whipped/sour cream
22/02/2014,2144,beef
22/02/2014,2144,med milk
22/02/2014,2144,pasta
22/02/2014,2144,delete
22/02/2014,2222,canned vegetables
22/02/2014,2222,cling film/bags
22/02/2014,2274,pastry
22/02/2014,2274,pork
22/02/2014,2274,rolls/buns
22/02/2014,2344,napkins
22/02/2014,2344,newspapers
22/02/2014,2344,rolls/buns
22/02/2014,2617,other vegetables
22/02/2014,2617,yogurt
22/02/2014,3076,rolls/buns
22/02/2014,3076,soda
22/02/2014,3076,specialty chocolate
22/02/2014,3410,other vegetables
22/02/2014,3410,packaged fruit/vegetables
22/02/2014,3410,pastry
22/02/2014,3410,salad dressing
22/02/2014,3607,cereals
22/02/2014,3607,margarine
22/02/2014,3607,sliced cheese
22/02/2014,3680,fruit/vegetable juice
22/02/2014,3680,shopping bags
22/02/2014,3926,red/blush wine
22/02/2014,3926,rolls/buns
22/02/2014,3926,salty snack
22/02/2014,3926,soda
22/02/2014,4135,other vegetables
22/02/2014,4135,spices
22/02/2014,4192,butter
22/02/2014,4192,seasonal products
22/02/2014,4268,butter milk
22/02/2014,4268,italian sausage
22/02/2014,4627,rolls/buns
22/02/2014,4627,soda
22/02/2014,4627,soft cheese
22/02/2014,4627,specialty chocolate
22/02/2014,4770,butter
22/02/2014,4770,fruit/vegetable juice
22/02/2014,4823,candy
22/02/2014,4823,med milk
22/02/2014,4860,rolls/buns
22/02/2014,4860,specialty bar
23/02/2014,1189,dessert
23/02/2014,1189,tropical fruit
23/02/2014,1299,rolls/buns
23/02/2014,1299,yogurt
23/02/2014,1785,cling film/bags
23/02/2014,1785,organic sausage
23/02/2014,1785,other vegetables
23/02/2014,1785,salad dressing
23/02/2014,2022,candy
23/02/2014,2022,cat food
23/02/2014,2022,yogurt
23/02/2014,2141,med milk
23/02/2014,2141,potato products
23/02/2014,2141,yogurt
23/02/2014,2537,bottled beer
23/02/2014,2537,UHT-milk
23/02/2014,2753,bottled beer
23/02/2014,2753,bottled water
23/02/2014,2753,sugar
23/02/2014,2753,whipped/sour cream
23/02/2014,2922,photo/film
23/02/2014,2922,soda
23/02/2014,3065,yogurt
23/02/2014,3125,newspapers
23/02/2014,3125,pip fruit
23/02/2014,3137,root vegetables
23/02/2014,3137,sugar
23/02/2014,3380,frozen fish
23/02/2014,3380,soda
23/02/2014,3380,yogurt
23/02/2014,3540,cream cheese 
23/02/2014,3540,salt
23/02/2014,3564,brown bread
23/02/2014,3564,frozen vegetables
23/02/2014,3668,bottled beer
23/02/2014,3668,pip fruit
23/02/2014,3920,brown bread
23/02/2014,3920,pastry
23/02/2014,4194,bottled beer
23/02/2014,4194,root vegetables
23/02/2014,4931,coffee
23/02/2014,4931,salty snack
23/02/2014,4931,soda
24/02/2014,1034,cat food
24/02/2014,1034,cling film/bags
24/02/2014,1034,pip fruit
24/02/2014,1034,yogurt
24/02/2014,1037,cereals
24/02/2014,1037,med milk
24/02/2014,1037,rolls/buns
24/02/2014,1037,tropical fruit
24/02/2014,1037,white bread
24/02/2014,1296,herbs
24/02/2014,1296,long life bakery product
24/02/2014,1296,pickled vegetables
24/02/2014,1296,pork
24/02/2014,1296,UHT-milk
24/02/2014,1580,mustard
24/02/2014,1580,sliced cheese
24/02/2014,1580,tropical fruit
24/02/2014,1663,herbs
24/02/2014,1663,rolls/buns
24/02/2014,1663,soft cheese
24/02/2014,1663,yogurt
24/02/2014,1687,curd
24/02/2014,1687,rolls/buns
24/02/2014,1687,sausage
24/02/2014,1687,soda
24/02/2014,1820,meat
24/02/2014,1820,salt
24/02/2014,2048,pip fruit
24/02/2014,2048,semi-finished bread
24/02/2014,2107,other vegetables
24/02/2014,2107,salty snack
24/02/2014,2170,fish
24/02/2014,2170,root vegetables
24/02/2014,2394,coffee
24/02/2014,2394,whipped/sour cream
24/02/2014,2442,cream cheese 
24/02/2014,2442,other vegetables
24/02/2014,2495,other vegetables
24/02/2014,2495,red/blush wine
24/02/2014,2511,other vegetables
24/02/2014,2511,root vegetables
24/02/2014,2511,small milk
24/02/2014,2706,citrus fruit
24/02/2014,2706,liquor
24/02/2014,2706,whipped/sour cream
24/02/2014,3089,pork
24/02/2014,3089,rolls/buns
24/02/2014,3180,citrus fruit
24/02/2014,3180,domestic eggs
24/02/2014,3180,other vegetables
24/02/2014,3180,root vegetables
24/02/2014,3552,butter
24/02/2014,3552,long life bakery product
24/02/2014,3691,berries
24/02/2014,3691,bottled beer
24/02/2014,3780,domestic eggs
24/02/2014,3780,rolls/buns
24/02/2014,3828,citrus fruit
24/02/2014,3828,soda
24/02/2014,4274,beef
24/02/2014,4274,rolls/buns
24/02/2014,4274,sauces
24/02/2014,4274,soda
24/02/2014,4401,bottled beer
24/02/2014,4401,ice cream
24/02/2014,4663,flower (seeds)
24/02/2014,4663,fruit/vegetable juice
24/02/2014,4779,condensed milk
24/02/2014,4779,dessert
24/02/2014,4779,root vegetables
24/02/2014,4941,soda
24/02/2014,4941,white wine
24/02/2014,4992,margarine
25/02/2014,1098,citrus fruit
25/02/2014,1098,dessert
25/02/2014,1715,specialty chocolate
25/02/2014,1715,spread cheese
25/02/2014,1868,newspapers
25/02/2014,1868,other vegetables
25/02/2014,1868,sauces
25/02/2014,1913,cat food
25/02/2014,1913,semi-finished bread
25/02/2014,1917,italian sausage
25/02/2014,1917,red/blush wine
25/02/2014,1917,salad dressing
25/02/2014,2079,beverages
25/02/2014,2079,napkins
25/02/2014,2079,other vegetables
25/02/2014,2079,sliced cheese
25/02/2014,2312,canned beer
25/02/2014,2312,other vegetables
25/02/2014,2337,coffee
25/02/2014,2337,root vegetables
25/02/2014,2432,brandy
25/02/2014,2432,domestic eggs
25/02/2014,2437,bottled water
25/02/2014,2437,nut snack
25/02/2014,2437,soda
25/02/2014,2478,dessert
25/02/2014,2478,napkins
25/02/2014,2478,photo/film
25/02/2014,2570,med milk
25/02/2014,2570,other vegetables
25/02/2014,2570,roll products 
25/02/2014,2570,delete
25/02/2014,3127,bottled beer
25/02/2014,3127,hamburger meat
25/02/2014,3127,root vegetables
25/02/2014,3271,other vegetables
25/02/2014,3271,specialty fat
25/02/2014,3271,white wine
25/02/2014,3372,canned beer
25/02/2014,3372,pork
25/02/2014,3393,canned vegetables
