"BillNo","Itemname","Quantity","Date","Price","CustomerID","Country","YearMonth","PurchaseCategory"
"552171","RED RETROSPOT UMBRELLA",48,2011-05-06,4.95,14145,"United Kingdom","2011-05","Bulk"
"552172","SMALL CHINESE STYLE SCISSOR",2000,2011-05-06,0.32,16308,"United Kingdom","2011-05","Bulk"
"552174","BLACK CANDELABRA T-LIGHT HOLDER",24,2011-05-06,0.65,15144,"United Kingdom","2011-05","Bulk"
"552181","POPPY'S PLAYHOUSE KITCHEN",40,2011-05-06,2.1,17381,"United Kingdom","2011-05","Bulk"
"552181","POPPY'S PLAYHOUSE BATHROOM",40,2011-05-06,2.1,17381,"United Kingdom","2011-05","Bulk"
"552181","POPPY'S PLAYHOUSE LIVINGROOM",30,2011-05-06,2.1,17381,"United Kingdom","2011-05","Bulk"
"552181","POPPY'S PLAYHOUSE BEDROOM",30,2011-05-06,2.1,17381,"United Kingdom","2011-05","Bulk"
"552181","BAKING SET 9 PIECE RETROSPOT",96,2011-05-06,4.25,17381,"United Kingdom","2011-05","Bulk"
"552181","PACK OF 60 SPACEBOY CAKE CASES",120,2011-05-06,0.42,17381,"United Kingdom","2011-05","Bulk"
"552181","BAKING SET SPACEBOY DESIGN",24,2011-05-06,4.25,17381,"United Kingdom","2011-05","Bulk"
"552181","SET OF 6 3D KIT CARDS FOR KIDS",120,2011-05-06,0.85,17381,"United Kingdom","2011-05","Bulk"
"552181","LUNCH BOX I LOVE LONDON",320,2011-05-06,1.65,17381,"United Kingdom","2011-05","Bulk"
"552189","ASSORTED CREEPY CRAWLIES",24,2011-05-06,0.42,12748,"United Kingdom","2011-05","Bulk"
"552340","UNION STRIPE WITH FRINGE  HAMMOCK",60,2011-05-09,6.95,17949,"United Kingdom","2011-05","Bulk"
"552341","WOODEN ROUNDERS GARDEN SET",96,2011-05-09,8.5,17949,"United Kingdom","2011-05","Bulk"
"552342","PICNIC BASKET WICKER SMALL",96,2011-05-09,4.95,17949,"United Kingdom","2011-05","Bulk"
"552342","BLUE SAVANNAH PICNIC HAMPER FOR 2",24,2011-05-09,10.95,17949,"United Kingdom","2011-05","Bulk"
"552450","SCANDINAVIAN PAISLEY PICNIC BAG",150,2011-05-09,1.65,13798,"United Kingdom","2011-05","Bulk"
"552450","RED RETROSPOT CHARLOTTE BAG",100,2011-05-09,0.72,13798,"United Kingdom","2011-05","Bulk"
"552450","PLEASE ONE PERSON METAL SIGN",48,2011-05-09,1.85,13798,"United Kingdom","2011-05","Bulk"
"552450","SWEETHEART CERAMIC TRINKET BOX",72,2011-05-09,1.06,13798,"United Kingdom","2011-05","Bulk"
"552450","SET/5 RED RETROSPOT LID GLASS BOWLS",32,2011-05-09,2.55,13798,"United Kingdom","2011-05","Bulk"
"552450","TEA TIME OVEN GLOVE",50,2011-05-09,1.06,13798,"United Kingdom","2011-05","Bulk"
"552450","LADIES & GENTLEMEN METAL SIGN",48,2011-05-09,2.1,13798,"United Kingdom","2011-05","Bulk"
"552450","PINK VINTAGE PAISLEY PICNIC BAG",150,2011-05-09,1.65,13798,"United Kingdom","2011-05","Bulk"
"552454","WHITE HANGING HEART T-LIGHT HOLDER",128,2011-05-09,2.55,18172,"United Kingdom","2011-05","Bulk"
"552454","RED HANGING HEART T-LIGHT HOLDER",128,2011-05-09,2.55,18172,"United Kingdom","2011-05","Bulk"
"552492","BLACK RECORD COVER FRAME",24,2011-05-09,3.39,12888,"United Kingdom","2011-05","Bulk"
"552523","JUMBO BAG PEARS",200,2011-05-09,1.65,15797,"United Kingdom","2011-05","Bulk"
"552566","JUMBO BAG ALPHABET",200,2011-05-10,1.79,13694,"United Kingdom","2011-05","Bulk"
"552566","JUMBO BAG APPLES",200,2011-05-10,1.79,13694,"United Kingdom","2011-05","Bulk"
"552728","REGENCY CAKESTAND 3 TIER",36,2011-05-11,10.95,13089,"United Kingdom","2011-05","Bulk"
"552728","SILVER HANGING T-LIGHT HOLDER",96,2011-05-11,1.45,13089,"United Kingdom","2011-05","Bulk"
"552728","ASSORTED COLOUR BIRD ORNAMENT",160,2011-05-11,1.45,13089,"United Kingdom","2011-05","Bulk"
"552786","CHILLI LIGHTS",48,2011-05-11,4.95,16029,"United Kingdom","2011-05","Bulk"
"552786","LIGHT GARLAND BUTTERFILES PINK",48,2011-05-11,3.37,16029,"United Kingdom","2011-05","Bulk"
"552786","WOODEN OWLS LIGHT GARLAND",48,2011-05-11,3.37,16029,"United Kingdom","2011-05","Bulk"
"552786","COOK WITH WINE METAL SIGN",144,2011-05-11,1.53,16029,"United Kingdom","2011-05","Bulk"
"552786","LADIES & GENTLEMEN METAL SIGN",48,2011-05-11,1.69,16029,"United Kingdom","2011-05","Bulk"
"552786","HAND OVER THE CHOCOLATE   SIGN",48,2011-05-11,1.53,16029,"United Kingdom","2011-05","Bulk"
"552786","PLEASE ONE PERSON METAL SIGN",48,2011-05-11,1.85,16029,"United Kingdom","2011-05","Bulk"
"552789","CHILLI LIGHTS",48,2011-05-11,4.95,16029,"United Kingdom","2011-05","Bulk"
"552833","SMALL CERAMIC TOP STORAGE JAR",1350,2011-05-11,0.69,18133,"United Kingdom","2011-05","Bulk"
"552855","12 PENCILS SMALL TUBE RED RETROSPOT",120,2011-05-11,0.65,15815,"United Kingdom","2011-05","Bulk"
"552855","12 PENCILS SMALL TUBE SKULL",120,2011-05-11,0.65,15815,"United Kingdom","2011-05","Bulk"
"552855","BLUE HARMONICA IN BOX",240,2011-05-11,1.06,15815,"United Kingdom","2011-05","Bulk"
"552855","VINTAGE SNAP CARDS",144,2011-05-11,0.72,15815,"United Kingdom","2011-05","Bulk"
"552885","BLUE 3 PIECE POLKADOT CUTLERY SET",72,2011-05-12,3.75,14646,"Netherlands","2011-05","Bulk"
"552904","COLOUR GLASS. STAR T-LIGHT HOLDER",428,2011-05-12,2.75,16013,"United Kingdom","2011-05","Bulk"
"552970","ANTIQUE SILVER TEA GLASS ENGRAVED",360,2011-05-12,1.06,17388,"United Kingdom","2011-05","Bulk"
"553043","SOMBRERO",600,2011-05-13,1.25,13953,"United Kingdom","2011-05","Bulk"
"553059","EMBOSSED GLASS TEALIGHT HOLDER",96,2011-05-13,1.06,16660,"United Kingdom","2011-05","Bulk"
"553062","JUMBO BAG STRAWBERRY",100,2011-05-13,1.79,13629,"United Kingdom","2011-05","Bulk"
"553062","JUMBO BAG RED RETROSPOT",200,2011-05-13,1.79,13629,"United Kingdom","2011-05","Bulk"
"553062","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-05-13,1.79,13629,"United Kingdom","2011-05","Bulk"
"553062","PEG BAG APPLES DESIGN",50,2011-05-13,2.1,13629,"United Kingdom","2011-05","Bulk"
"553099","RED RETROSPOT PICNIC BAG",50,2011-05-13,2.55,13798,"United Kingdom","2011-05","Bulk"
"553131","WATERING CAN BLUE ELEPHANT",24,2011-05-13,1.95,16401,"United Kingdom","2011-05","Bulk"
"553131","WATERING CAN PINK BUNNY",24,2011-05-13,1.95,16401,"United Kingdom","2011-05","Bulk"
"553131","WATERING CAN GREEN DINOSAUR",24,2011-05-13,1.95,16401,"United Kingdom","2011-05","Bulk"
"553131","SMALL POPCORN HOLDER",100,2011-05-13,0.72,16401,"United Kingdom","2011-05","Bulk"
"553170","BROCADE RING PURSE",336,2011-05-13,0.29,14676,"United Kingdom","2011-05","Bulk"
"553170","HAND OVER THE CHOCOLATE   SIGN",36,2011-05-13,2.1,14676,"United Kingdom","2011-05","Bulk"
"553170","CHOCOLATE THIS WAY METAL SIGN",24,2011-05-13,2.1,14676,"United Kingdom","2011-05","Bulk"
"553213","JUMBO BAG DOILEY PATTERNS",100,2011-05-16,1.79,13408,"United Kingdom","2011-05","Bulk"
"553213","JUMBO BAG PEARS",100,2011-05-16,1.79,13408,"United Kingdom","2011-05","Bulk"
"553213","BELL HEART DECORATION",144,2011-05-16,1.45,13408,"United Kingdom","2011-05","Bulk"
"553213","SILVER STARS TABLE DECORATION",24,2011-05-16,0.83,13408,"United Kingdom","2011-05","Bulk"
"553213","SILVER BELLS TABLE DECORATION",24,2011-05-16,1.25,13408,"United Kingdom","2011-05","Bulk"
"553213","SILVER HEARTS TABLE DECORATION",24,2011-05-16,0.83,13408,"United Kingdom","2011-05","Bulk"
"553216","CREAM CUPID HEARTS COAT HANGER",32,2011-05-16,4.15,13408,"United Kingdom","2011-05","Bulk"
"553217","VINTAGE UNION JACK BUNTING",36,2011-05-16,8.5,13408,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT FANCY FONT HOME SWEET HOME",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT MULTICOLOUR STRIPE",101,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT HEARTS",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT FAIRY CAKE",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT UNION FLAG",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT UNION JACK GUNS AND ROSES",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT BLACK FLOCK",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT NEW ENGLAND",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT VINTAGE LEAVES DESIGN",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT WELCOME PUPPIES",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","SET 3 WICKER OVAL BASKETS W LIDS",80,2011-05-16,16.95,18102,"United Kingdom","2011-05","Bulk"
"553368","SET3 BOOK BOX GREEN GINGHAM FLOWER",80,2011-05-16,2.66,18102,"United Kingdom","2011-05","Bulk"
"553368","SET/3 RED GINGHAM ROSE STORAGE BOX",96,2011-05-16,2.33,18102,"United Kingdom","2011-05","Bulk"
"553368","PICNIC BASKET WICKER LARGE",30,2011-05-16,7.62,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT HOME SWEET HOME BLUE",100,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT KEEP CALM AND COME IN",200,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553368","DOORMAT RED RETROSPOT",200,2011-05-16,4.58,18102,"United Kingdom","2011-05","Bulk"
"553371","BLUE HARMONICA IN BOX",36,2011-05-16,1.25,17288,"United Kingdom","2011-05","Bulk"
"553371","RED  HARMONICA IN BOX",36,2011-05-16,1.25,17288,"United Kingdom","2011-05","Bulk"
"553371","TRADITIONAL MODELLING CLAY",48,2011-05-16,1.06,17288,"United Kingdom","2011-05","Bulk"
"553371","SMALL RED RETROSPOT WINDMILL",36,2011-05-16,1.25,17288,"United Kingdom","2011-05","Bulk"
"553371","GROW A FLYTRAP OR SUNFLOWER IN TIN",48,2011-05-16,1.25,17288,"United Kingdom","2011-05","Bulk"
"553379","SMALL RED RETROSPOT WINDMILL",96,2011-05-16,1.06,14676,"United Kingdom","2011-05","Bulk"
"553379","FELTCRAFT GIRL NICOLE KIT",36,2011-05-16,4.95,14676,"United Kingdom","2011-05","Bulk"
"553379","LARGE RED RETROSPOT WINDMILL",48,2011-05-16,1.85,14676,"United Kingdom","2011-05","Bulk"
"553406","POLYESTER FILLER PAD 45x45cm",50,2011-05-17,1.55,14952,"United Kingdom","2011-05","Bulk"
"553422","FIRST AID TIN",40,2011-05-17,3.25,16923,"United Kingdom","2011-05","Bulk"
"553465","HEART OF WICKER SMALL",80,2011-05-17,1.45,16218,"United Kingdom","2011-05","Bulk"
"553466","SMALL POPCORN HOLDER",360,2011-05-17,0.72,17949,"United Kingdom","2011-05","Bulk"
"553467","TRADITIONAL MODELLING CLAY",150,2011-05-17,1.06,17857,"United Kingdom","2011-05","Bulk"
"553468","PHOTO CUBE",48,2011-05-17,1.25,16029,"United Kingdom","2011-05","Bulk"
"553468","LADIES & GENTLEMEN METAL SIGN",192,2011-05-17,1.69,16029,"United Kingdom","2011-05","Bulk"
"553468","HAND OVER THE CHOCOLATE   SIGN",144,2011-05-17,1.53,16029,"United Kingdom","2011-05","Bulk"
"553468","PLEASE ONE PERSON METAL SIGN",192,2011-05-17,1.65,16029,"United Kingdom","2011-05","Bulk"
"553469","VINTAGE CREAM 3 BASKET CAKE STAND",24,2011-05-17,8.49,16029,"United Kingdom","2011-05","Bulk"
"553469","FRYING PAN UNION FLAG",48,2011-05-17,3.75,16029,"United Kingdom","2011-05","Bulk"
"553469","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-05-17,1.74,16029,"United Kingdom","2011-05","Bulk"
"553469","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-05-17,1.74,16029,"United Kingdom","2011-05","Bulk"
"553469","JUMBO BAG RED RETROSPOT",100,2011-05-17,1.74,16029,"United Kingdom","2011-05","Bulk"
"553470","BROCANTE COAT RACK",85,2011-05-17,6.78,18102,"United Kingdom","2011-05","Bulk"
"553470","VINTAGE UNION JACK MEMOBOARD",80,2011-05-17,6.38,18102,"United Kingdom","2011-05","Bulk"
"553470","3 HOOK PHOTO SHELF ANTIQUE WHITE",84,2011-05-17,5.88,18102,"United Kingdom","2011-05","Bulk"
"553470","RED COAT RACK PARIS FASHION",72,2011-05-17,3.37,18102,"United Kingdom","2011-05","Bulk"
"553470","LARGE ZINC HEART WALL ORGANISER",200,2011-05-17,5.88,18102,"United Kingdom","2011-05","Bulk"
"553470","WOOD BLACK BOARD ANT WHITE FINISH",108,2011-05-17,4.86,18102,"United Kingdom","2011-05","Bulk"
"553470","YELLOW COAT RACK PARIS FASHION",72,2011-05-17,3.37,18102,"United Kingdom","2011-05","Bulk"
"553470","BLUE COAT RACK PARIS FASHION",72,2011-05-17,3.37,18102,"United Kingdom","2011-05","Bulk"
"553470","SMALL ZINC HEART WALL ORGANISER",120,2011-05-17,3.32,18102,"United Kingdom","2011-05","Bulk"
"553470","CREAM HEART CARD HOLDER",216,2011-05-17,2.32,18102,"United Kingdom","2011-05","Bulk"
"553470","BLACK HEART CARD HOLDER",216,2011-05-17,2.32,18102,"United Kingdom","2011-05","Bulk"
"553471","ENAMEL BREAD BIN CREAM",32,2011-05-17,9.42,18102,"United Kingdom","2011-05","Bulk"
"553471","LARGE CAKE STAND  HANGING STRAWBERY",32,2011-05-17,6.79,18102,"United Kingdom","2011-05","Bulk"
"553471","CERAMIC CAKE STAND + HANGING CAKES",32,2011-05-17,6.79,18102,"United Kingdom","2011-05","Bulk"
"553471","JAM MAKING SET WITH JARS",48,2011-05-17,2.96,18102,"United Kingdom","2011-05","Bulk"
"553471","RECIPE BOX PANTRY YELLOW DESIGN",60,2011-05-17,1.98,18102,"United Kingdom","2011-05","Bulk"
"553471","BREAD BIN DINER STYLE MINT",32,2011-05-17,11.63,18102,"United Kingdom","2011-05","Bulk"
"553471","BREAD BIN DINER STYLE IVORY",32,2011-05-17,11.63,18102,"United Kingdom","2011-05","Bulk"
"553471","BREAD BIN DINER STYLE PINK",30,2011-05-17,11.63,18102,"United Kingdom","2011-05","Bulk"
"553471","BREAD BIN DINER STYLE RED",32,2011-05-17,11.63,18102,"United Kingdom","2011-05","Bulk"
"553473","GARDENERS KNEELING PAD KEEP CALM",72,2011-05-17,1.18,18102,"United Kingdom","2011-05","Bulk"
"553473","KNEELING MAT HOUSEWORK  DESIGN",72,2011-05-17,1.18,18102,"United Kingdom","2011-05","Bulk"
"553473","GARDENERS KNEELING PAD CUP OF TEA",72,2011-05-17,1.18,18102,"United Kingdom","2011-05","Bulk"
"553474","WOODEN PICTURE FRAME WHITE FINISH",144,2011-05-17,1.92,18102,"United Kingdom","2011-05","Bulk"
"553475","VINTAGE CREAM DOG FOOD CONTAINER",30,2011-05-17,6.42,18102,"United Kingdom","2011-05","Bulk"
"553475","VINTAGE CREAM CAT FOOD CONTAINER",60,2011-05-17,4.27,18102,"United Kingdom","2011-05","Bulk"
"553475","DOG BOWL CHASING BALL DESIGN",72,2011-05-17,2.46,18102,"United Kingdom","2011-05","Bulk"
"553475","BLACK AND WHITE DOG BOWL",72,2011-05-17,1.68,18102,"United Kingdom","2011-05","Bulk"
"553475","PINK DOG BOWL",72,2011-05-17,1.66,18102,"United Kingdom","2011-05","Bulk"
"553484","COLOUR GLASS T-LIGHT HOLDER HANGING",80,2011-05-17,0.65,14513,"United Kingdom","2011-05","Bulk"
"553484","WHITE HANGING HEART T-LIGHT HOLDER",32,2011-05-17,2.55,14513,"United Kingdom","2011-05","Bulk"
"553484","WHITE BELL HONEYCOMB PAPER GARLAND",25,2011-05-17,1.65,14513,"United Kingdom","2011-05","Bulk"
"553484","GARLAND WITH STARS AND BELLS",25,2011-05-17,4.95,14513,"United Kingdom","2011-05","Bulk"
"553550","ROSE COTTAGE KEEPSAKE BOX",100,2011-05-17,8.5,13631,"United Kingdom","2011-05","Bulk"
"553625","REGENCY TEA PLATE ROSES",96,2011-05-18,1.45,16684,"United Kingdom","2011-05","Bulk"
"553625","REGENCY TEA PLATE PINK",96,2011-05-18,1.45,16684,"United Kingdom","2011-05","Bulk"
"553625","REGENCY TEA PLATE GREEN",96,2011-05-18,1.45,16684,"United Kingdom","2011-05","Bulk"
"553625","DOORMAT KEEP CALM AND COME IN",60,2011-05-18,6.75,16684,"United Kingdom","2011-05","Bulk"
"553677","HEART OF WICKER LARGE",40,2011-05-18,2.55,16553,"United Kingdom","2011-05","Bulk"
"553677","HEART IVORY TRELLIS SMALL",48,2011-05-18,1.25,16553,"United Kingdom","2011-05","Bulk"
"553701","HEART OF WICKER SMALL",24,2011-05-18,1.65,14463,"United Kingdom","2011-05","Bulk"
"553701","T-LIGHT GLASS FLUTED ANTIQUE",72,2011-05-18,1.06,14463,"United Kingdom","2011-05","Bulk"
"553713","PACK OF 72 RETROSPOT CAKE CASES",120,2011-05-18,0.42,13798,"United Kingdom","2011-05","Bulk"
"553713","SET/2 RED RETROSPOT TEA TOWELS",100,2011-05-18,2.75,13798,"United Kingdom","2011-05","Bulk"
"553726","LUNCH BOX I LOVE LONDON",36,2011-05-18,1.95,16681,"United Kingdom","2011-05","Bulk"
"553726","QUEENS GUARD COFFEE MUG",36,2011-05-18,2.1,16681,"United Kingdom","2011-05","Bulk"
"553726","LONDON BUS COFFEE MUG",36,2011-05-18,2.1,16681,"United Kingdom","2011-05","Bulk"
"553726","PACK OF 12 LONDON TISSUES",96,2011-05-18,0.29,16681,"United Kingdom","2011-05","Bulk"
"553726","CARD I LOVE LONDON",24,2011-05-18,0.42,16681,"United Kingdom","2011-05","Bulk"
"553736","36 PENCILS TUBE RED RETROSPOT",48,2011-05-19,1.25,14735,"United Kingdom","2011-05","Bulk"
"553755","SET 12 LAVENDER  BOTANICAL T-LIGHTS",144,2011-05-19,2.55,17457,"United Kingdom","2011-05","Bulk"
"553867","QUEENS GUARD COFFEE MUG",36,2011-05-19,2.1,17306,"United Kingdom","2011-05","Bulk"
"553867","LONDON BUS COFFEE MUG",36,2011-05-19,2.1,17306,"United Kingdom","2011-05","Bulk"
"553867","TOTE BAG I LOVE LONDON",50,2011-05-19,1.69,17306,"United Kingdom","2011-05","Bulk"
"553867","PACK OF 12 LONDON TISSUES",864,2011-05-19,0.25,17306,"United Kingdom","2011-05","Bulk"
"553868","AIRLINE BAG VINTAGE TOKYO 78",48,2011-05-19,3.95,16998,"United Kingdom","2011-05","Bulk"
"553881","PACK OF 12 COLOURED PENCILS",48,2011-05-19,0.85,16966,"United Kingdom","2011-05","Bulk"
"553881","WOODEN SCHOOL COLOURING SET",48,2011-05-19,1.65,16966,"United Kingdom","2011-05","Bulk"
"553881","TRADITIONAL WOODEN CATCH CUP GAME",60,2011-05-19,1.25,16966,"United Kingdom","2011-05","Bulk"
"553881","BAG 125g SWIRLY MARBLES",48,2011-05-19,0.42,16966,"United Kingdom","2011-05","Bulk"
"553881","TRADITIONAL WOODEN SKIPPING ROPE",36,2011-05-19,1.45,16966,"United Kingdom","2011-05","Bulk"
"553881","TRADITIONAL MODELLING CLAY",48,2011-05-19,1.06,16966,"United Kingdom","2011-05","Bulk"
"553882","SPACEBOY LUNCH BOX",24,2011-05-19,1.95,16672,"United Kingdom","2011-05","Bulk"
"553882","ALARM CLOCK BAKELIKE ORANGE",24,2011-05-19,3.75,16672,"United Kingdom","2011-05","Bulk"
"553882","ALARM CLOCK BAKELIKE RED",30,2011-05-19,3.75,16672,"United Kingdom","2011-05","Bulk"
"553883","GUMBALL COAT RACK",48,2011-05-19,2.1,16672,"United Kingdom","2011-05","Bulk"
"553898","RECIPE BOX PANTRY YELLOW DESIGN",48,2011-05-19,2.95,17389,"United Kingdom","2011-05","Bulk"
"553928","SMALL POPCORN HOLDER",400,2011-05-20,0.72,12931,"United Kingdom","2011-05","Bulk"
"553928","RED TOADSTOOL LED NIGHT LIGHT",72,2011-05-20,1.45,12931,"United Kingdom","2011-05","Bulk"
"553929","RED TOADSTOOL LED NIGHT LIGHT",72,2011-05-20,1.45,12931,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG DOILEY PATTERNS",200,2011-05-20,1.65,16182,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG VINTAGE LEAF",200,2011-05-20,1.65,16182,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG PEARS",100,2011-05-20,1.65,16182,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG APPLES",200,2011-05-20,1.65,16182,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG RED RETROSPOT",200,2011-05-20,1.79,16182,"United Kingdom","2011-05","Bulk"
"553978","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-05-20,1.79,16182,"United Kingdom","2011-05","Bulk"
"554032","ENAMEL FLOWER JUG CREAM",24,2011-05-20,5.45,13824,"United Kingdom","2011-05","Bulk"
"554034","REGENCY TEA PLATE ROSES",48,2011-05-20,1.45,13324,"United Kingdom","2011-05","Bulk"
"554034","REGENCY TEA PLATE PINK",48,2011-05-20,1.45,13324,"United Kingdom","2011-05","Bulk"
"554034","REGENCY TEA PLATE GREEN",48,2011-05-20,1.45,13324,"United Kingdom","2011-05","Bulk"
"554037","3 TIER CAKE TIN RED AND CREAM",28,2011-05-20,14.95,12415,"Australia","2011-05","Bulk"
"554037","CHILDRENS CUTLERY POLKADOT BLUE",72,2011-05-20,3.75,12415,"Australia","2011-05","Bulk"
"554037","CARD DOLLY GIRL",216,2011-05-20,0.36,12415,"Australia","2011-05","Bulk"
"554037","SET OF 6 SOLDIER SKITTLES",80,2011-05-20,0,12415,"Australia","2011-05","Bulk"
"554051","PARTY BUNTING",24,2011-05-20,4.95,16696,"United Kingdom","2011-05","Bulk"
"554060","LUNCH BOX I LOVE LONDON",200,2011-05-20,1.9,18008,"United Kingdom","2011-05","Bulk"
"554063","RED KITCHEN SCALES",48,2011-05-22,6.25,13631,"United Kingdom","2011-05","Bulk"
"554078","LARGE WHITE/PINK ROSE ART FLOWER",24,2011-05-22,1.69,12971,"United Kingdom","2011-05","Bulk"
"554095","COLOUR GLASS T-LIGHT HOLDER HANGING",32,2011-05-22,0.65,14682,"United Kingdom","2011-05","Bulk"
"554130","PICNIC BASKET WICKER LARGE",24,2011-05-23,8.5,17949,"United Kingdom","2011-05","Bulk"
"554156","WHITE HANGING HEART T-LIGHT HOLDER",64,2011-05-23,2.55,13798,"United Kingdom","2011-05","Bulk"
"554156","HOT BATHS METAL SIGN",72,2011-05-23,1.85,13798,"United Kingdom","2011-05","Bulk"
"554156","YOU'RE CONFUSING ME METAL SIGN",48,2011-05-23,1.45,13798,"United Kingdom","2011-05","Bulk"
"554262","LARGE CIRCULAR MIRROR MOBILE",384,2011-05-23,0.85,17715,"United Kingdom","2011-05","Bulk"
"554272","GINGERBREAD MAN COOKIE CUTTER",227,2011-05-23,1.06,12901,"United Kingdom","2011-05","Bulk"
"554272","PACK OF 60 PINK PAISLEY CAKE CASES",2700,2011-05-23,0.42,12901,"United Kingdom","2011-05","Bulk"
"554272","LUNCH BOX I LOVE LONDON",222,2011-05-23,1.65,12901,"United Kingdom","2011-05","Bulk"
"554272","CARD I LOVE LONDON",228,2011-05-23,0.36,12901,"United Kingdom","2011-05","Bulk"
"554272","LONDON BUS COFFEE MUG",240,2011-05-23,2.1,12901,"United Kingdom","2011-05","Bulk"
"554272","QUEENS GUARD COFFEE MUG",246,2011-05-23,2.1,12901,"United Kingdom","2011-05","Bulk"
"554277","GINGERBREAD MAN COOKIE CUTTER",120,2011-05-23,1.06,12901,"United Kingdom","2011-05","Bulk"
"554279","PARTY BUNTING",100,2011-05-23,4.15,17723,"United Kingdom","2011-05","Bulk"
"554282","RECYCLING BAG RETROSPOT",100,2011-05-23,1.85,15769,"United Kingdom","2011-05","Bulk"
"554282","ASSORTED COLOUR MINI CASES",48,2011-05-23,6.35,15769,"United Kingdom","2011-05","Bulk"
"554282","JUMBO BAG STRAWBERRY",100,2011-05-23,1.79,15769,"United Kingdom","2011-05","Bulk"
"554282","JUMBO BAG SPACEBOY DESIGN",300,2011-05-23,1.79,15769,"United Kingdom","2011-05","Bulk"
"554282","JUMBO BAG RED RETROSPOT",200,2011-05-23,1.79,15769,"United Kingdom","2011-05","Bulk"
"554282","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-05-23,1.79,15769,"United Kingdom","2011-05","Bulk"
"554309","COFFEE MUG CAT + BIRD DESIGN",72,2011-05-23,2.1,12989,"United Kingdom","2011-05","Bulk"
"554309","GRAND CHOCOLATECANDLE",72,2011-05-23,1.25,12989,"United Kingdom","2011-05","Bulk"
"554357","BLACK WINE GLASS",906,2011-05-24,0.39,15987,"United Kingdom","2011-05","Bulk"
"554358","HEART OF WICKER LARGE",408,2011-05-24,2.55,17450,"United Kingdom","2011-05","Bulk"
"554358","OPEN CLOSED METAL SIGN",420,2011-05-24,4.25,17450,"United Kingdom","2011-05","Bulk"
"554364","FRYING PAN UNION FLAG",24,2011-05-24,3.75,16029,"United Kingdom","2011-05","Bulk"
"554364","JUMBO BAG RED RETROSPOT",100,2011-05-24,1.74,16029,"United Kingdom","2011-05","Bulk"
"554366","DOG BOWL CHASING BALL DESIGN",756,2011-05-24,4.18,17450,"United Kingdom","2011-05","Bulk"
"554366","ILLUSTRATED CAT BOWL",888,2011-05-24,2.69,17450,"United Kingdom","2011-05","Bulk"
"554366","BLACK AND WHITE CAT BOWL",888,2011-05-24,2.4,17450,"United Kingdom","2011-05","Bulk"
"554366","BLACK AND WHITE DOG BOWL",552,2011-05-24,3.24,17450,"United Kingdom","2011-05","Bulk"
"554534","EMERGENCY FIRST AID TIN",40,2011-05-24,1.25,16923,"United Kingdom","2011-05","Bulk"
"554552","POLKADOT COFFEE CUP & SAUCER PINK",96,2011-05-25,0.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG VINTAGE LEAF",200,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG PEARS",200,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG STRAWBERRY",200,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG WOODLAND ANIMALS",100,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO SHOPPER VINTAGE RED PAISLEY",100,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
"554552","JUMBO BAG RED RETROSPOT",200,2011-05-25,1.79,13694,"United Kingdom","2011-05","Bulk"
